time,,company,likes,comments,shares,url,text,object1 ,object2,object3,obj4,obj5,max_fine_recog,semantic_seg_perc,obj_sem_seg,similarity,total_engage
2023-05-25T11:24:26.000Z,,Microsoft,89,99,2,https://www.facebook.com/MicrosoftIndia/posts/pfbid0LxafSFZEn6cGSWWBSLMAzi42tmcgUfNzVvg6EyccRZ1u28eXzNqsb12qZMsuKjaKl,Use Designer to create sophisticated documents on #MicrosoftWord,0.9,0.01,0.01,0,0,0.9,0.99,obj1,0.140813827514648,190
2023-05-08T12:05:40.000Z,,Microsoft,192,13,6,https://www.facebook.com/MicrosoftIndia/posts/pfbid0xuwx6CDjznAY2iqu99wcqULH5F32EvwQpgNex17t6wFUBVMzATwWKpRcsKcprbcel,Purble Place was our favorite bakery too. #Throwback,0.33,0.18,0.17,0.01,0,0.33,0.46,obj3,0.148586884140968,211
2023-11-23T17:00:37.000Z,,Berkshire Hathways,615,42,134,https://www.facebook.com/BHHSRealEstate/posts/pfbid034naF2KyjzN4LN7Edk6inWV31VGc3WiDk5f7kqKsA4pwjRGE6jzqFSSigqkzcQrS3l,"Wishing you a joyful Thanksgiving from Berkshire Hathaway HomeServices. May your day overflow with love, laughter, gratitude, and the delicious delights of a festive dinner. #Thanksgiving #HappyThanksgiving #GiveThanks #BHHS #BHHSRealEstate",0.88,0.03,0.02,0.01,0,0.88,0.97,obj1,0.197887316346168,791
2023-05-05T08:43:08.000Z,,Microsoft,295,61,19,https://www.facebook.com/MicrosoftIndia/posts/6379851852066556,"Don’t be shy, tell us in the comments!",0.15,0.13,0.06,0.04,0.03,0.15,0.65,obj1,0.134450316429138,375
2023-11-21T17:06:56.000Z,,Berkshire Hathways,403,28,21,https://www.facebook.com/BHHSRealEstate/posts/pfbid034JPzpocndWH7Ba2kML5CGqgVr9CJvqtbbtsan8zCSoa4qbTbch7U8fi87WV3fzk8l,"In our latest Luxury Collection Specialist interview, we had a chat with dynamic mother/son duo Kim Stevens and Maxwell Stevens of Berkshire Hathaway HomeServices Pocono Real Estate to learn about the unique Poconos luxury market, their journey into real estate, and their excellent program Commissions for a Cause. 

Read here: https://www.bhhs.com/luxury-collection/sell/kim-and-maxwell-stevens",0.35,0.11,0.03,0.02,0.02,0.35,0.46,obj4,0.214189872145652,452
2023-04-27T09:47:53.000Z,,Microsoft,277,5,4,https://www.facebook.com/MicrosoftIndia/posts/pfbid02qcKcA4LuFrjbxYf1UbdZx4oeTHgBWuPE6VPRhBFbo6hn2smU1uChnskhiDj1xQNAl,"Trust us, we get it. #MicrosoftTeams",0.73,0.02,0.02,0.01,0.01,0.73,0.47,obj1,0.0824144780635833,286
2023-11-20T17:12:28.000Z,,Berkshire Hathways,663,35,35,https://www.facebook.com/BHHSRealEstate/posts/pfbid0KcPQnNohuU7Y7DEg4Lq6whBaktZz5fgd6PEajWnkgt375im5T57xcrJHqcrWpg3Ql,"We extend our heartfelt congratulations to Berkshire Hathaway HomeServices Stein & Summers Real Estate for reaching an impressive 50-year milestone—a remarkable half-century of excellence in St. Joseph, MO.

Since 1973, Berkshire Hathaway HomeServices Stein & Summers Real Estate has been a beacon of expert guidance, local knowledge, and unparalleled service for clients in the Kansas City area. We wish them another 50-plus years of continued success!",0.36,0.11,0.11,0.05,0.04,0.36,0.28,obj5,0.144467592239379,733
2023-04-25T07:00:03.000Z,,Microsoft,36,0,1,https://www.facebook.com/MicrosoftIndia/posts/pfbid02jwbhv2bGs8UiVc7uCCRPZGLZ75aZPrUhyBhfAAZX9rnGZt88q65EHe9nSY5ecZEWl,Reinventing and empowering productivity - check out the #Microsoft365 #Copilot https://shorturl.at/foJS3,0.12,0.1,0.07,0.05,0.03,0.12,0.12,obj5,0.169007837772369,37
2023-04-24T09:32:09.000Z,,Microsoft,43,1,0,https://www.facebook.com/MicrosoftIndia/posts/pfbid02VrpKvGvqbCNkvTLCoRY5kUjo7gtah4TDoPEm1bo6jhEskmEnMT2L9s3a2hR8tmLXl,On a deadline? Us too.,0.76,0.07,0.04,0.01,0.01,0.76,0.24,obj3,0.145251736044883,44
2023-11-17T17:31:27.000Z,,Berkshire Hathways,566,48,59,https://www.facebook.com/BHHSRealEstate/posts/pfbid08KLximuVYVPp97AmB9xAfoeEqPh7PcYnN9gfT6sGmf91rvHMGkSC6xJJxhpA7DcEl,"We are thrilled to announce that Berkshire Hathaway HomeServices Chicago has been crowned the No. 1 Top Workplace in Chicago among large companies for 2023 by The Chicago Tribune.  The company has ranked among the top three firms for five consecutive years, holding the No. 1 spot three times. 

A huge congratulations to all the dedicated individuals who contribute to making Berkshire Hathaway HomeServices Chicago an exceptional place to work. Your hard work and commitment truly set the standard.",0.06,0.06,0.03,0.03,0.03,0.06,0.26,obj4,0.125623613595962,673
2023-11-16T19:00:20.000Z,,Berkshire Hathways,420,49,48,https://www.facebook.com/BHHSRealEstate/posts/pfbid028hJ5CHi2iPRhHZPBkZ3AzMgaBdv1r3dJVSheKox2ZmCFqXd8xBodZkiVuVJvFphWl,"We are delighted to announce a dazzling new alliance—Borsheims x Berkshire Hathaway HomeServices. Borsheims is a fellow Berkshire Hathaway Inc. company known for fine jewelry, home accessories and decor. To celebrate the occasion, Borsheims is giving away a stunning diamond bracelet to one lucky network member. For official rules and to enter visit borsheims.com/BHHSsweepstakes

To learn more about the benefits for our network members visit https://www.borsheims.com/bhhs",0.18,0.12,0.08,0.07,0.04,0.18,0.56,obj3,0.138121232390403,517
2023-04-18T12:27:25.000Z,,Microsoft,27,1,0,https://www.facebook.com/MicrosoftIndia/posts/pfbid034tUGG36UHGA63kXpipYG1W4xZWBRZMhQdGLk3u1g2QiDtREyfGrYuY9hFwMuKRVml,Collaborative meeting notes are coming soon to Microsoft Teams! Create agendas and track tasks that drive your work forward. Check out this and other updates from Enterprise Connect: https://shorturl.at/BNRV4 #MicrosoftLoop,0.3,0.17,0.09,0.06,0.03,0.3,0.65,obj3,0.0998904928565025,28
2023-04-18T08:21:18.000Z,,Microsoft,43,3,4,https://www.facebook.com/MicrosoftIndia/posts/pfbid02WK8sB7pXKtw61DmnLz2AjZoFVLv34T2UpsiTJpc72r8WixHn3N6CVKK94JiKPKjjl,How we spend our time on PowerPoint. What about you? #MicrosoftPowerPoint,0.51,0.07,0.02,0.02,0.01,0.51,0.23,obj3,0.147304698824882,50
2023-04-06T10:39:07.000Z,,Microsoft,63,3,6,https://www.facebook.com/MicrosoftIndia/posts/pfbid0yb9vWxAqHALxGQKMmXHHxeW3yhZQJiDFAaoHsuN8Tm2bhv7MnGJ1KbcJHLCkmXrvl,"Ctrl + Z can save lives, just saying.",0.46,0.12,0.09,0.07,0.02,0.46,0.4,obj3,0.125832647085189,72
2023-03-27T12:49:35.000Z,,Microsoft,58,5,4,https://www.facebook.com/MicrosoftIndia/posts/pfbid09sSfXyZZSyMDoWraiq9PbDzG5sUCetZeWgCq6QTvyxuzcFRrrFiU6TvvRy6Yi9WKl,It happens to the best of us. Can you relate? #MicrosoftWord,0.64,0.09,0.02,0.01,0.64,0.64,0.57,obj4,0.156080409884452,67
2023-03-24T06:36:13.000Z,,Microsoft,29,2,1,https://www.facebook.com/MicrosoftIndia/posts/6252581978126878,"Security is a top priority for CEOs across different industries, and we are simplifying this journey for you.
Join our latest webinar to learn more about enhancing business security and protecting devices. shorturl.at/knITY",0.93,0.03,0.01,0.01,0,0.93,0.82,obj1,0.16517499089241,32
2023-11-14T17:00:24.000Z,,Berkshire Hathways,225,12,51,https://www.facebook.com/BHHSRealEstate/posts/pfbid0b1HhA9sxRAfNKLn6yuhoxVXYnP12tp2TKoSHLsyrwZUiaQcrumEkbM29yMpvcg5Tl,"Introducing the 2023 Resort Report from Berkshire Hathaway HomeServices. As the season shifts to cooler weather, many of us dream of sun-soaked destinations, such as Aruba, the Bahamas, the Cayman Islands, Cancun, Hawai'i, Los Cabos, and Tulum. This report explores the current market trends and more in these exquisite locales—just click the link below to read your copy.

https://issuu.com/bhhsevents/docs/berkshirehathawayhomeservices_resort_report_2023_i",0.33,0.09,0.09,0.03,0.03,0.33,0.15,obj2,0.162858203053474,288
2023-03-22T12:48:47.000Z,,Microsoft,24,1,1,https://www.facebook.com/MicrosoftIndia/posts/pfbid0rthDt4aV59XCKH2i12w576rMDoLpS37h3JYkR76XJA6HgSgNN93ioLPGsqHYJnw5l,"Empowering a sustainable future for local communities with innovative technology. #WorldWaterDay 
Know more: shorturl.at/kyDL7",0.27,0.15,0.11,0.07,0.05,0.27,0.29,obj1,0.157263442873954,26
2023-11-11T17:00:20.000Z,,Berkshire Hathways,1437,335,374,https://www.facebook.com/BHHSRealEstate/posts/pfbid0EPz2MxJfQj1KRE2S2ri5siZ7643TWWcfSDCZndmiuEXmDJDA5oKx9mGnpS9uZWkPl,"Honoring our heroes this Veterans Day. To all the brave service members who have answered the call to protect and defend our nation, we salute you. Thank you for your unwavering dedication and sacrifice. #VeteransDay #HonorOurHeroes",0.41,0.07,0.02,0.01,0.01,0.41,0.3,obj1,0.114154443144798,2146
2023-03-17T07:25:03.000Z,,Microsoft,23,2,1,https://www.facebook.com/MicrosoftIndia/posts/pfbid06aypVHfWXtfDuGBfJasaRsGVuaVQ3d1A5zHSpu4m6evxnQZfgFkaNKqwebEAB6Vdl,"Use your voice to quickly create documents, emails, notes, presentations, or even slide notes with Dictation on #MicrosoftWord.",0.86,0.02,0.01,0.01,0,0.86,0.94,obj1,0.143739938735961,26
2023-11-08T16:43:05.000Z,,Berkshire Hathways,142,6,18,https://www.facebook.com/BHHSRealEstate/posts/pfbid02j6fxyzq97jxxY3nrNGUoB5hJyHYqQEimCLfSzs7picUdg4GGhPyn383sKM8mCHRol,,0.91,0.04,0.01,0.01,0,0.91,0.99,obj1,0.148037806153297,166
2023-03-09T05:30:02.000Z,,Microsoft,39,2,1,https://www.facebook.com/MicrosoftIndia/posts/pfbid023sPZ4rKfJi6H9xzL741XGusg8749CwUWUX7C5kteGJb91qZiy1J4SbTp6dQieKfFl,"Saurav Gorai, an electrician, aims to become a site engineer with L&T Construction. Malini Sapaliga, a BCom graduate, aspires for a long career in the BFSI industry. Pushpa B., a nurse at a government hospital in Puducherry, is looking to upskill herself to do her job better. ​
From banking to construction to healthcare, new technologies are changing the nature of jobs and redefining the scope of productivity – in every sector. Here's how Microsoft, in partnership with Apollo Hospitals, L&T Constructions, and SBI Foundation, is empowering frontline workers to achieve more with digital skills. shorturl.at/ltOZ9",0.7,0.27,0.01,0.01,0,0.7,0.75,obj3,0.165468022227287,42
2023-11-07T17:08:01.000Z,,Berkshire Hathways,169,16,18,https://www.facebook.com/BHHSRealEstate/posts/pfbid0ARDuvxByc5Y9uBUnbYj6KREmfUZSpuPCZZwnkhDXe1vSCVBiVzsMDrth2wRf16jJl,,0.14,0.13,0.1,0.06,0.02,0.14,0.29,obj1,0.188828751444816,203
2023-11-19T15:23:40.000Z,,Walmart,2052,910,118,https://www.facebook.com/walmart/posts/pfbid08kF9zyz7DQPXVqFpYsKmFJUpEDnepDyXvMbatcVxrAnwhoBZdv45FnFdiaYDdkq8l,Will you be stopping in next Friday? Don't worry.  We've got incredible deals online too!,0.85,0.02,0.01,0.01,0.01,0.85,0.98,obj1,0.131556659936904,3080
2023-11-02T18:48:05.000Z,,Berkshire Hathways,309,18,26,https://www.facebook.com/BHHSRealEstate/posts/pfbid02kTCGex8CTCQTE2R2SHFY1RWjE3BdQ3aCo5kgfaLaz9ztFkavni3Di9eztTLLR8JTl,,0.24,0.1,0.1,0.04,0.03,0.24,0.6,obj1,0.17580160498619,353
2023-11-16T22:06:02.000Z,,Walmart,504,450,51,https://www.facebook.com/walmart/posts/pfbid0jrFNC5sNy5BepsWYc1TxW2rasvWreEyuMBxyjSLkUDZ2N3qK3Vpz6jadXj4TzCaxl,Tag your person & share your Walmart love story!,0.17,0.17,0.15,0.06,0.05,0.17,0.2,obj5,0.202690318226814,1005
2023-11-16T16:00:03.000Z,,Walmart,1485,760,1371,https://www.facebook.com/walmart/posts/pfbid02u5bWfaKYFAy2NUrQLosYwxY1oJmhaVULVNonkYiZnNo4skc4sgHs6xoZyrvUuu7Ll,Get your carts ready because #BlackFriday is here! ️ We’ve got all the necessary details for you to find the best #BlackFridayDeals right when they drop.,0.44,0.16,0.05,0.04,0.02,0.44,0.56,obj3,0.111984401941299,3616
2023-11-01T16:00:38.000Z,,Berkshire Hathways,459,27,59,https://www.facebook.com/BHHSRealEstate/posts/pfbid02UNDKMZRZPmZu6Yn7TZqP42XCZPfsB6Ks9btEpiybRXYQVow8nJcTwvSqeHfVT2bul,"We’re looking forward to showcasing the next episode of Behind The Listing which will feature this spectacular property in the Algarve, Portugal, represented by Berkshire Hathaway HomeServices Portugal Property.

Behind The Listing is an award-winning program produced in partnership with The Wall Street Journal that unveils the story behind some of the world’s most stunning homes and developments.  

Stay tuned for more details!",0.07,0.05,0.05,0.03,0.02,0.07,0.21,obj3,0.21162137389183,545
2023-10-31T15:53:34.000Z,,Berkshire Hathways,838,93,196,https://www.facebook.com/BHHSRealEstate/posts/pfbid0MTCDjMJC1dubYxcPy26MvRMdXBWnnT1KEhdMEyEcPxocAdbEaQZppz6vbHjiKweTl,"Happy Halloween from Berkshire Hathaway HomeServices! May your season be filled with ghostly delights, enchanting company, and an abundance of treats. 

And if you’re seeking a boo-tiful, bewitching home, contact your Forever Agent℠ today to find out how we can help with your real estate goals this spooky season.

Wishing you a #Halloween brimming with magic and laughter!

#HappyHalloween #BHHS #BHHSRealEstate",0.27,0.08,0.07,0.05,0.03,0.27,0.61,obj2,0.190455421805381,1127
2023-10-25T16:00:37.000Z,,Berkshire Hathways,412,19,207,https://www.facebook.com/BHHSRealEstate/posts/pfbid02ymCdhcM36ikcvKf7jsTtX8kEkUbTAxvwgaQEgTj56j9YeLEiFQm8SDkRojbbDLpkl,"As the seasons change, it's essential to prepare your landscaping for the upcoming fall and winter months. For 6 expert tips to help you keep your outdoor space attractive and protected, check out this latest #GTK post.

https://www.bhhs.com/blog/blog-detail/2023/09/preparing-your-outdoor-spaces-for-fall-and-winter.html

Questions? Get in touch with Your Forever Agent® today.",0.45,0.12,0.09,0.09,0.02,0.45,0.71,obj3,0.183447316288948,638
2023-10-23T15:56:37.000Z,,Berkshire Hathways,342,18,61,https://www.facebook.com/BHHSRealEstate/posts/pfbid0qPsZzBCkrh99MfQAZhrftvYk1Py6M84Bg2y6xMq8ps5yaQRKaqzhscpMGwfDWrjtl,"In today’s world, proximity to private airports is gaining importance for luxury buyers. A 2023 Berkshire Hathaway HomeServices survey reveals its impact on property value, influenced by location and advancements in noise and pollution control.
 
Explore more about how private aviation infrastructure is enticing high-end buyers in the Berkshire Hathaway HomeServices Global Luxury Landscape Report—read now at bhhsluxury.com.",0.81,0.01,0.01,0.01,0,0.81,0.78,obj1,0.158256649971008,421
2023-11-13T18:04:09.000Z,,Walmart,3736,1886,1052,https://www.facebook.com/walmart/posts/pfbid0uA5Gq7ATjhy8ZQFedo8YEPExWzaKRws1GaA2u7bk76gJMMqm1bZiqNQ6YkAWvUZjl,*frantically adds every scent to cart*,0.49,0.12,0.04,0.03,0.02,0.49,0.8,obj1,0.187242954969406,6674
2023-10-19T16:01:53.000Z,,Berkshire Hathways,513,28,24,https://www.facebook.com/BHHSRealEstate/posts/pfbid08fz6dquoAcktcjBzQPoCE1kyAZEDAgKvxvXZ14sFdGYHYXbPdmqSwpAfkzSEQatBl,"After Giovanna Canela of Berkshire Hathaway HomeServices Colonial Homes San Miguel visited Berkshire Hathaway HomeServices Chicago over the summer, Mario Beltran-Rodriguez from Berkshire Hathaway HomeServices Chicago recently made the parallel journey to San Miguel de Allende, taking the opportunity to catch up with Giovanna during his stay. We’re all for these reciprocal visits!",0.95,0.01,0.01,0.01,0,0.95,0.22,obj,0.19246420264244,565
2023-10-11T16:00:06.000Z,,Berkshire Hathways,611,54,45,https://www.facebook.com/BHHSRealEstate/posts/pfbid0vkFKvAAFHGbAhuPf6u4FfSaqtVufFVWbdFg3JYZqRKJh7EFFpGQrGMxvyDjTeKNhl,"We love to see some well-deserved recognition for our network professionals! Congratulations to Debbie McCabe, Regional Vice President of the Main Line and Center City offices of Berkshire Hathaway HomeServices Fox & Roach, Realtors (far left in photo), who has been named one of this year’s Power Women by Main Line Today.

Way to go, Debbie! 

#BHHS #BHHSRealEstate #ForeverBrand #FoxAndRoach",0.32,0.3,0.12,0.04,0.02,0.32,0.73,obj2,0.227381944656372,710
2023-10-09T15:59:38.000Z,,Berkshire Hathways,394,29,40,https://www.facebook.com/BHHSRealEstate/posts/pfbid02na4CsiZZ2k6YuVyhwqRnWRm4YZe4qrJTRn2sMiF9Zv2JfBTEqhR1TYo3Xamf9ga4l,"Huge congratulations to Berkshire Hathaway HomeServices New England Properties for their well-deserved recognition as a Top Workplace by the Hartford Courant (ranked #2) and Hearst Media Group (ranked #1)!  

Their dedication and commitment continue to pay off—this is the 12th year in a row they have been named a #TopWorkplace and we are proud of their ongoing success!

 #BHHS #BHHSRealEstate #ForEveryone #ForeverBrand #RealEstate",0.95,0.01,0.01,0.01,0,0.95,0.84,obj1,0.172378331422805,463
2023-10-06T16:12:25.000Z,,Berkshire Hathways,276,27,13,https://www.facebook.com/BHHSRealEstate/posts/pfbid02XZYQYFZzzpds8FiVfwcDWmJ59fLgxz4Sn6hVf2oD92PDgNy8PuJrMec6xtu2AiKsl,"We’re thrilled to see so many #BHHS network agents make the 2023 list of top producers compiled by AREAA - Asian Real Estate Association of America. 

Bravo to all—your exceptional efforts and expertise continue to elevate our real estate community! 

#BHHS #BHHSRealEstate #ForEveryone #ForeverBrand #AREAA",0.72,0.14,0.02,0.01,0,0.72,0.79,obj2,0.15038888156414,316
2023-02-14T05:30:02.000Z,,Microsoft,18,5,1,https://www.facebook.com/MicrosoftIndia/posts/pfbid02PJYgzawb1TvmsqCtXSUG1X1n158qqjkwuqAnZxtNvCCo2AxcC9bgDZ3pd72e7po1l,"Connect with business experts, mentors, and technical advisors from our curated network to help your business progress to the next stage. Sign up for Microsoft for #Startups #FoundersHub today! shorturl.at/bmBW8",0.94,0.01,0.01,0.01,0,0.94,0.62,obj1,0.185411304235458,24
2023-10-04T16:00:03.000Z,,Berkshire Hathways,200,16,8,https://www.facebook.com/BHHSRealEstate/posts/pfbid02r6PVY9JyrKBVH6NVkPnvYL5zy5pQKBdJVRtzcb9t216KLpF8Sv8EzULzU66S21Aml,"Congratulations to all the Berkshire Hathaway HomeServices network agents who made the 2023 LGBTQ+ Real Estate Top Producers list! It’s always inspiring to see the hard work and dedication of our #ForeverAgents recognized by the industry. Keep up the amazing work! ‍

#BHHS #BHHSRealEstate #ForEveryone #ForeverBrand",0.66,0.01,0.01,0.01,0,0.66,0.92,obj1,0.139248356223106,224
2023-02-09T08:32:11.000Z,,Microsoft,18,0,2,https://www.facebook.com/MicrosoftIndia/posts/pfbid0wCMCQbYPAPpF39crgxad2kkJRUzKhMAcaBsB7amL5s3n3tPBSTCHujuG4CxnKxHZl,Access a network of world-class mentors to get the expert guidance you need at any stage of your business journey. Join fellow founders who are doing more with less with Microsoft for #Startups #FoundersHub. Sign up today! shorturl.at/fhoEP,0.85,0.01,0.01,0.01,0,0.85,0.45,obj1,0.185411304235458,20
2023-09-29T15:58:00.000Z,,Berkshire Hathways,165,9,4,https://www.facebook.com/BHHSRealEstate/posts/pfbid025PXEzQPnVz3UBBpvWaEdfeUTkgSHBQPUeScT65aC3B4U5kpvUKyhTj768LvGWNVfl,"The annual Community Kindness initiative, organized by Berkshire Hathaway HomeServices Chicago and spanning its 22 offices, has just concluded for the year. Real estate professionals and staff have been busy volunteering their time and services for various charitable causes, including packing food for Northern Illinois Food Bank, creating “Glam Boxes'' for cancer patients, and baking cookies for hospitalized children. 

Kudos to everyone involved—from the meticulous planners and generous donors to the passionate volunteers who made these events possible. You've truly outdone yourselves! 

#BHHS #BHHSRealEstate #ForEveryone #BHHSChicago",0.14,0.12,0.06,0.05,0.04,0.14,0.31,obj4,0.204885467886924,178
2023-09-28T15:59:23.000Z,,Berkshire Hathways,323,16,16,https://www.facebook.com/BHHSRealEstate/posts/pfbid021i8DZA14dB6PZnzt4TeCFK7KUPqcAKzzdZLjmbE5PJRZzhM2xsJHpMecDG7rjmVfl,"The newest member of the Global Marketing team, Preston Kim, was one of the volunteers who accompanied The Sunshine Kids Foundation on their recent trip to Disneyland. Here he is pictured with new friend and fellow corn dog enthusiast Gavin.
 
A big thank you to Preston and the dedicated volunteers from Berkshire Hathaway HomeServices Global HQ for making this magical day out possible for the kids!
 

#SSK #BHHS #SunshineKids #ChildhoodCancerAwarenessMonth",0.32,0.02,0.02,0.02,0.02,0.32,0.66,obj1,0.186529472470283,355
2023-02-03T06:00:02.000Z,,Microsoft,24,2,0,https://www.facebook.com/MicrosoftIndia/posts/pfbid0P1HwynbMkjJWdPLEfmmRpHQri9V255V7AykhJAU1Fza6gAfKm4BjquDJDh8r1Th7l,"Explore how Microsoft for #Startups #FoundersHub can help improve your business productivity, accelerate development, and enable you to solve challenges at every stage of your startup journey. Sign up today to do more with less with the #Microsoft Cloud. shorturl.at/iyDW7",0.84,0.01,0.01,0.01,0,0.84,0.48,obj3,0.168653205037117,26
2023-02-02T04:49:31.000Z,,Microsoft,15,1,1,https://www.facebook.com/MicrosoftIndia/posts/pfbid023LheVuEzS9Y3Fd13pwdAkbohrJ1cTDmCpzNbGBSof7Rk7rhyG26HSvSKwQvRiYfql,,0.58,0.02,0.02,0.01,0.01,0.58,0.97,obj1,0.174562573432922,17
2023-02-01T06:00:02.000Z,,Microsoft,15,3,0,https://www.facebook.com/MicrosoftIndia/posts/pfbid02snTbJ94bXSqV8MAQDNKz597xTMkWCQtSv6LbSg5wwFJyCwW2Bmz2yWNzpAHwyyJNl,"Several startups across India are accelerating their innovation with the Microsoft for Startups Founders Hub. Sign up today, and access a range of benefits to accelerate your business by doing more with less with the #MicrosoftCloud. shorturl.at/iyDW7",0.84,0.02,0.01,0.01,0,0.84,0.2,obj1,0.165818780660629,18
2023-09-27T16:14:27.000Z,,Berkshire Hathways,872,122,42,https://www.facebook.com/BHHSRealEstate/posts/pfbid0fzFx4Quct8r5HhqkrBxZMUpDohWS5qysfbDANCgvsaEh67Tcu6Y55yrMaThR5tGWl,"Congratulations to Berkshire Hathaway HomeServices Beazley, Realtors on the opening of their new office in Aiken, SC! ✨

Located in Aiken’s historic downtown district, the brokerage is steeped in history, dating back to pre-1917, and still exudes that timeless character.

We're thrilled for Pam Kramer, the broker-in-charge, and her incredible team as they expand their top-tier real estate services in the Central Savannah River Area.",0.28,0.18,0.08,0.05,0.01,0.28,0.56,obj4,0.212010949850082,1036
2023-01-31T11:41:12.000Z,,Microsoft,17,1,1,https://www.facebook.com/MicrosoftIndia/posts/pfbid02ddCWc5TQBkyYk5u4r6naDC5MBMGXdK3gDEUSC4w4121bNZ4rZqu81kx5K3qa6YQ4l,,0.96,0.01,0.01,0.01,0,0.96,0.98,obj1,0.156558245420455,19
2023-01-30T12:00:04.000Z,,Microsoft,20,2,0,https://www.facebook.com/MicrosoftIndia/posts/pfbid08roCy9Gav8xSK9BDvyuZ4WE3QSRRDu4mzgfAEc2vbE3XZofQsh6tk6uMbRn3RhGTl,"Explore how Microsoft for #Startups #FoundersHub brings people, knowledge, and benefits together to help you solve challenges at every stage of your business. Sign up today to get up to $150k in Azure credits, tech mentorship, and more.​ shorturl.at/iyDW7",0.5,0.09,0.02,0.01,0.01,0.5,0.51,obj1,0.150505721569061,22
2023-01-17T06:34:29.000Z,,Microsoft,16,1,1,https://www.facebook.com/MicrosoftIndia/posts/pfbid0kJMEgXFWrCT4CYGBHF2qimr21zQZpNzEyNa5pXAwFNHJDau38ni7Lt1ZmXhgBnPyl,,0.5,0.09,0.02,0.01,0.01,0.5,0.51,obj1,0.167226865887641,18
2023-09-21T15:30:48.000Z,,Berkshire Hathways,1983,258,210,https://www.facebook.com/BHHSRealEstate/posts/pfbid02CG8znuY5CzBn668nrUujvxN2yQCsv9yrj7ajcsx4CDziiq1vv2djfCqWQoVmCoKLl,"We are pleased to announce that Berkshire Hathaway HomeServices has further expanded in Italy with the launch of Berkshire Hathaway HomeServices Como Lake Palazzo Estate, Berkshire Hathaway HomeServices Tuscany Coast, and Berkshire Hathaway HomeServices Milano.
 
All 3 offices will be led by industry leader Marina Rizzotto Yakovleva. We are very much looking forward to Marina and her team continuing their exemplary service as part of the Forever Brand.",0.47,0.05,0.04,0.03,0.03,0.47,0.4,obj2,0.198326081037521,2451
2023-01-06T15:26:06.000Z,,Microsoft,604,5,15,https://www.facebook.com/MicrosoftIndia/posts/pfbid05PjyE2oVnh9oYVfTiaxug71XqKfpnroQ5L8d5Nq8bFbz7i9MyaYNADbcLQWgiNgwl,"Thank you, Satya Nadella. We couldn't have asked for a better start to 2023.",0.29,0.06,0.05,0.02,0.02,0.29,0.13,obj2,0.162280559539794,624
2023-01-05T13:51:27.000Z,,Microsoft,41,2,0,https://www.facebook.com/MicrosoftIndia/posts/pfbid0qyjAf1AteitbUfGp1WpF1zsHvJXZhv5STFTpjBgTa7covxDHJqnscce2mtpfUztrl,Here are a few organizations across industries who are innovating and doing more with less with #MicrosoftAzure. #FutureReady,0.48,0.42,0.01,0.01,0,0.48,0.22,obj2,0.155273452401161,43
2023-01-05T11:02:06.000Z,,Microsoft,107,2,5,https://www.facebook.com/MicrosoftIndia/posts/pfbid0VfExp1ptcbXfVdATQLMxNdkFz5uEFd8HN721Sorp94f7Djhwx8mhWKymrfqNBQTLl,"Celebrating the #FutureReady #ChampionsOfCode who continue to learn, build and explore new ways of doing more with less with the #MicrosoftCloud.",0.11,0.11,0.08,0.07,0.04,0.11,0.26,obj3,0.148953467607498,114
2023-01-05T07:05:16.000Z,,Microsoft,600,9,26,https://www.facebook.com/MicrosoftIndia/posts/pfbid05xWE4qDtJFA9bsXGVXWq3J527NxHAGXfQNKM8bQLVWq73ZxDacUyZZ3C3z7AaE8sl,"We’re collaborating with ISRO - Indian Space Research Organisation to fuel the growth of space-tech startups in India. Through this tie-up, the space-tech startups identified by ISRO will be onboarded onto the Microsoft for Startups Founders Hub platform, that supports startups at every stage of their journey-from idea to unicorn. https://news.microsoft.com/en-in/isro-and-microsoft-collaborate-to-support-space-tech-startups-in-india/",0.25,0.11,0.07,0.04,0.04,0.25,0.86,obj4,0.188243508338928,635
2023-11-02T20:05:35.000Z,,Walmart,1535,1056,892,https://www.facebook.com/walmart/posts/pfbid0FGz68bmQxjPTMJoq1aWgsjeygrumuuwoPA3oHYknmsxBA7vsHhMgMktTbzZfnZqal,"Are you ready for the #BlackFridayDeals?!    Swipe through to learn about our #BlackFriday updates this year, because we’re giving you even more chances to save on tech, home, fashion & more.",0.59,0.01,0.01,0.01,0.01,0.59,0.08,obj1,0.196455717086792,3483
2023-01-05T04:15:12.000Z,,Microsoft,21,2,0,https://www.facebook.com/MicrosoftIndia/posts/pfbid04NmWWbFCU1V2a9cC3sRB5JooSvG2qTWz7ouuGXxk9czC4S32BgvUHDqKzQFeYTHEl,"We're live from the #Microsoft #FutureReady Technology Summit #Bengaluru. Catch all the action, here https://aka.ms/FutureReadyTechnologySummit-YT",0.11,0.08,0.03,0.02,0.02,0.11,0.08,obj2,0.0914203971624374,23
